mitra_name,address,description,program,course_position
PT Inamas Sintesis Teknologi,"Jl. Werkudara 4, Kel. Wirobrajan, Kec. Wirobrajan, Yogyakarta, D.I.Yogyakarta 55252",Critical Thinking Engineering Design Process Komunikasi dan Kerja Tim Product Design Analytics Creativity,Magang,Greenhouse Product Designer
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Market Trend Analysis Marketing Technology Digital Growth Management Personalization & Creative Strategy Softskill ""AKHLAK & ACTION""",Magang,Growth Hacking Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Personalization & Creative Strategy Digital Growth Management Market Trend Analysis Marketing Technology Softskill ""AKHLAK & ACTION""",Magang,Growth Hacking Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Market Trend Analysis Softskill ""AKHLAK & ACTION"" Digital Growth Management Personalization & Creative Strategy Marketing Technology",Magang,Growth Hacking Intern
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),"E-Commerce Homepage Basic Knowledge Ability Ms. Office (Excel, Powerpoint, Word) Presentation Skill Communication skills Basic Project Management Problem Solving Data Analysis",Magang,Guided Sales Ops Intern
PT LAPI ITB,Jl. Ganesha No.15B Bandung 40132,PCB Design Computer Architecture Engineering Design Process Electronic Industry Ecosystem Engineer Professionalism,Magang,Hardware Engineer
PT LAPI ITB,Jl. Ganesha No.15B Bandung 40132,Computer Architecture Professionalism Engineer Engineering Design Process Electronic Industry Ecosystem PCB Design,Magang,Hardware Engineer
PT LAPI ITB,Jl. Ganesha No.15B Bandung 40132,Engineering Design Process PCB Design Computer Architecture Professionalism Electronics Industry Ecosystem Engineer,Magang,Hardware Engineer
PT LAPI ITB,Jl. Ganesha No.15B Bandung 40132,Computer Architecture Electronics Industry Ecosystem PCB Design Engineer Professionalism Engineering Design Process,Magang,Hardware Engineer
PT STECHOQ ROBOTIKA INDONESIA,"Jalan Belimbing A-17 Perum Sidoarum Blok II, Godean, Sleman, Yogyakarta",Sensors and Actuators Embedded System Interface PLC and Microcontroller Electronics Communication Network Data Acquisition Control System Business Development Based on Product Innovation,Magang,Hardware Engineer for Digital Transformation and Industry 4.0
PT Media Dokter Investama,"Jl. H. R. Rasuna Said No.Kav 32-33, RT.10/RW.7, Kuningan, Karet Kuningan Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920 ","Strategic Thinking Ability Design Thinking Ability Planning and organizing capability Self-management capability Adaptability and application of organizational values ​​General understanding of the organization's HR management concept Communication of HC policies and procedures Understanding of HR competencies as a whole and according to the field of work placement Data, document and database management HC Operations Build and understand a sense of Business Centric approach Understanding of operational flow and work areas HC Operations Coordinate and collaborate with various stakeholders",Magang,HC & GA Operation Officer
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Database management Agility Project Management Communication skills Time Management,Magang,HCIS Intern
PT Media Dokter Investama,"Jl. H. R. Rasuna Said No.Kav 32-33, RT.10/RW.7, Kuningan, Karet Kuningan Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920 ",Strategic Thinking Ability Understanding of the concept of managing organizational HR Understanding of HR competencies as a whole and according to the field of work placement Self-management capability Design Thinking Ability Adaptability and application of organizational values ​​Planning and organizing capability Understanding of organizational culture and values ​​Understanding and implementation of work fields on the flow of business operations Coordination and collaboration with various stakeholders on business processes Application of problem solving concepts to data analytics processes Building and understanding a sense of Business Centric approach,Magang,HC Officer (Generalist)
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),"HSE Campaign & Socialization Presentation Skill Incident Investigation Health, Safety, and Environment Monitoring & Analysis HSE Risk Assessment HSE Training & HSE Reporting Problem Solving",Magang,"Health, Safety, and Environment Intern"
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),"HSE Risk Assessment Incident Investigation HSE Training & HSE Reporting Health, Safety, and Environment Monitoring & Analysis Presentation Skill Problem Solving HSE Campaign & Socialization",Magang,"Health, Safety, and Environment Intern"
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),"Incident Investigation Presentation Skill Problem Solving Health, Safety, and Environment Monitoring & Analysis HSE Risk Assessment HSE Campaign & Socialization HSE Training & HSE Reporting",Magang,"Health, Safety, and Environment Intern"
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Problem Solving13 Basic Design (Adobe Photoshop & Illustrator) Communication Skill MS. Excel Competency Reporting Skill Analytical Skills Presentation Skill,Magang,Help Center Intern
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Communication Agility Project Management Time Management Microsoft Office,Magang,Home Business Intern
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),"Presentation Skill Ability to communicate Data Analysis E-Commerce Homepage Basic Knowledge Ability Ms. Office (Excel, Powerpoint, Word) Basic Project Management Problem Solving",Magang,Homepage Ops Intern
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),"Kemampuan Ms. Office (Excel, Powerpoint, Word, Outlook) Critical Thinking Problem Solving Presentation Skill Analisa Data Planning & Organizing Skills Communication Skills",Magang,HRBP Intern
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),"Problem Solving Critical Thinking Analisa Data Presentation Skill Planning & Organizing Skills Communication Skills Kemampuan Ms. Office (Excel, Powerpoint, Word, Outlook)",Magang,HRBP Logistics Intern
PT Traveloka Indonesia,"Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten",Core Competency: Communication & Collaboration Core Competency: Drive for Result Core Competency: Practical Innovation Technical Competency: Project Management Technical Competency: Data Driven Core Competency: Accountability - Technical Competency: Research & Analysis,Magang,HR Business Process Improvement Intern
PT Karya Dua Anyam,(Alamat Tidak Tersedia),"Support socialization, implementation, evaluation, and improvement of new internal team orientation (onboarding) process guidelines / SOPs Assist HRGAO in procurement, bookkeeping, borrowing, and asset repair processes Assist HRGAO Book travel tickets and official accommodation Design and build guidelines (Standard Operating Procedures) / SOP) new structured internal team orientation (onboarding) process Assist in making plans (ideas) as well as organizing and running Company Internal HR Events Conducting Team hiring, onboarding and offboarding processes",Magang,HR & General Affairs Intern
PT Mitra Integrasi Informatika,"APL Tower Lantai 37, Jl. Letjen S. Parman Kav. 28, RT.12/RW.6, Tj. Duren Sel., Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Maintenance and TroubleShoot  Plan and Control Pengembangan Proses Sistem HR Analisis Sisem HRIS dan LMS Driven Orientation Team Orientation Communication skills,Magang,HRIS ( Human Resource Information Sytem )
PT Semesta Integrasi Digital,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Ability to Give Feedback Operation process Ability to recapitulate Ability to Coordinate HR administrative processes,Magang, HR Operation
PT Semesta Integrasi Digital,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Interviewing Ability Coordinating Ability Analytical Ability Managerial Ability Administrative Ability,Magang,HR Organization and Learning Development 
PT Semesta Integrasi Digital,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",HR administration process Coordination ability Ability to develop employer branding strategy Recruitment ability Analysis ability CV,Magang,HR Recruitment 
PT Huawei Tech Investment,(Alamat Tidak Tersedia),Human Resource Management Project Management iLearningX 1 HCIA Security HCIA Access iLearningX 2,Magang,HR Specialist
PT Digdaya Olah Teknologi Indonesia,"Jl. Jend. Sudirman Kav. 25, RT.10/RW.1, Kuningan, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",Ability to work in an agile organization or team Ability to write articles based on research or experience Ability to organize Ability to use and utilize technology Ability to run the HR Life Cycle Communication Conflict management and problem solving,Magang,Human Capital
PT Pilihanmu Indonesia Jaya,"Jalan Asem Baris Raya Blok A17, Kebon Baru, Tebet, Jakarta Selatan, DKI Jakarta",Effective Communication Business Insight Training & Coaching Position Analysis Industrial Relations Performance Assessment,Magang,Human Resource
PT Vidio Dot Com,"SCTV Tower, Senayan City, Jakarta Pusat",Understand how to make operational processes within HR more effective and efficient Understand and be able to improve the work experience of employees in Vidio Communication skills Reporting Skill Teamwork Skill,Magang,Human Resource
PT Linimuda Inspirasi Negeri,"Griya Dros, Jl KH Abdullah Syafei No 1 (Tebet Utara Dalam 34), Kel. Tebet Timur, Kec. Tebet, Kota Adm. Jakarta Selatan, Prov. DKI Jakarta",Teamwork Performance Evaluation Training Development HR Compliance Recruitment & Selection,Magang,Human Resource Internship Program
UPT Solo Technopark,"Jl. Ki Hajar Dewantara No.19, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah, Indonesia 57126",Adaptability Leadership and Teamwork Problem Solving and Critical Thinking Communication and Collaboration Creativity Work Ethics and Professionalism Project Management and Time Management,Magang,Human Resource Officer
PT Suitmedia Kreasi Indonesia,"Suitmedia HQ Jl. Pejaten Barat II No. 3A  Jakarta, Indonesia 12510","Employer branding ability Understanding of company policies Understanding of Company Profile, Job Description, and company structure Understanding of employee life cycle Understanding of end-to-end recruitment Ability to organize employee engagement",Magang,Human Resources
PT Hashmicro Solusi Indonesia,"Neo Soho Podomoro City, Jalan Letjen S. Parman Kav. 28, Jakarta Barat","HR Compliance Talent Management Payroll Management and Employee Finance Discipline Training, Development & Disciplinary Management",Magang,Human Resources
PT Bhinneka Mentaridimensi,"Jl. Gn. Sahari No.73C, RT.9/RW.7, Gn. Sahari Sel., Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10610",Reporting Skills Customer Service Orientation Document Management Communication Capability Recruitment and Selection System Inter/Team Collaboration Ability Computer Skills Analytical Thinking,Magang,Human Resources Intern
PT Cloud Hosting Indonesia,"Sentral Senayan II, Jl. Asia Afrika No.8, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",Payroll Management Conduct Recruitment Process Implement Employee Training Cycle Employee Performance Management Industrial Relations Management Organizational Development Develop Job Descriptions Develop Standard Operating Procedures (SOP),Magang,Human Resources Officer
PT Uni Tokopo Teknologi,"Jl. Simprug Golf III No. 71, Grogol Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Organizational Design Recruitment & Selection Project Management Employee Engagement Human Resource Information System (HRIS) Employer Branding Strategy & Execution Employee Performance & Development,Magang,Human Resources/People Intern
